enrollee_id,city,city_development_index,gender,relevant_exp,enrolled_university,edu_level,major_discipline,exp,company_size,company_type,last_new_job,training_hours,target,Xgrp
10244,city_40,0.7759999999999999,Male,Has,no_enrollment,Graduate,Other,4,<10,Pvt Ltd,1,108.0,0,train
13341,city_145,0.555,,Has,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,33.0,1,train
27727,city_142,0.727,Male,Has,no_enrollment,Masters,STEM,8,,,1,33.0,1,train
8633,city_16,0.91,Male,No,Full time course,High School,,5,,,1,67.0,1,train
13715,city_16,0.91,Male,No,no_enrollment,Masters,STEM,9,10000+,,1,24.0,0,train
6034,city_162,0.767,,Has,Full time course,Graduate,STEM,3,50-99,Public Sector,,55.0,0,train
28315,city_21,0.624,Male,Has,Part time course,Masters,STEM,7,50-99,Funded Startup,1,24.0,1,train
31426,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,,,>4,34.0,1,train
9263,city_61,0.913,Male,Has,no_enrollment,High School,,10,10/49,Pvt Ltd,4,30.0,0,train
19500,city_64,0.6659999999999999,Male,Has,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,24.0,0,train
14162,city_90,0.698,Male,No,no_enrollment,Graduate,STEM,11,,,2,108.0,0,train
7571,city_103,0.92,,Has,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,80.0,0,train
9365,city_65,0.802,Male,Has,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,36.0,0,train
5218,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,96.0,0,train
6185,city_103,0.92,Male,Has,no_enrollment,Graduate,Arts,>20,,Pvt Ltd,>4,133.0,0,train
31139,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,7.0,0,train
9904,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,154.0,0,train
19950,city_16,0.91,,Has,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,8.0,0,train
33003,city_16,0.91,,Has,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,7.0,0,train
9218,city_48,0.493,Male,Has,no_enrollment,Graduate,STEM,4,,,1,50.0,1,train
10291,city_1,0.847,Female,Has,no_enrollment,Graduate,Other,14,<10,Pvt Ltd,2,20.0,0,train
25392,city_103,0.92,,No,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,102.0,0,train
27178,city_173,0.878,Male,Has,Full time course,High School,,7,50-99,Pvt Ltd,1,12.0,0,train
15886,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,21.0,0,train
31016,city_149,0.6890000000000001,Male,Has,no_enrollment,Graduate,STEM,6,<10,Funded Startup,2,23.0,0,train
8022,city_21,0.624,,No,Full time course,Graduate,STEM,2,,,1,34.0,0,train
10494,city_114,0.926,Male,Has,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,28.0,0,train
32782,city_21,0.624,Male,Has,no_enrollment,Masters,STEM,17,10000+,Other,1,26.0,1,train
2449,city_173,0.878,Male,Has,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,3,14.0,0,train
27195,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,26.0,0,train
29301,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,>20,100-500,Other,>4,24.0,0,train
13263,city_103,0.92,Male,Has,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,>4,11.0,0,train
12733,city_114,0.926,Male,Has,no_enrollment,High School,,>20,10/49,Pvt Ltd,3,145.0,0,train
2035,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,10,,,3,51.0,0,train
7042,city_71,0.884,Male,No,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,2,50.0,0,train
5667,city_21,0.624,Male,Has,Full time course,Masters,STEM,2,50-99,Funded Startup,1,30.0,0,train
32458,city_11,0.55,Male,Has,no_enrollment,Graduate,No Major,7,500-999,Pvt Ltd,2,72.0,1,train
3778,city_36,0.893,Male,Has,no_enrollment,Graduate,No Major,14,50-99,Early Stage Startup,4,80.0,0,train
15996,city_103,0.92,Male,Has,,Graduate,STEM,>20,1000-4999,Public Sector,3,9.0,0,train
14877,city_23,0.899,Female,Has,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,50.0,0,train
23420,city_90,0.698,,Has,Full time course,Graduate,STEM,6,10/49,Other,2,41.0,1,train
23263,city_103,0.92,,No,Full time course,Graduate,STEM,4,,,never,22.0,1,train
10084,city_10,0.895,Female,Has,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,156.0,1,train
11947,city_21,0.624,Male,Has,no_enrollment,Phd,STEM,>20,,,>4,36.0,1,train
19801,city_24,0.698,,No,Full time course,High School,,9,,,2,23.0,1,train
15475,city_61,0.913,Male,Has,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,322.0,0,train
12870,city_16,0.91,Male,Has,no_enrollment,High School,,2,1000-4999,Pvt Ltd,2,42.0,0,train
14391,city_21,0.624,Female,Has,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,37.0,1,train
11896,city_103,0.92,,No,no_enrollment,High School,,7,,,1,40.0,1,train
7310,city_167,0.921,Male,No,Full time course,High School,,4,,,3,21.0,1,train
15523,city_16,0.91,Male,Has,no_enrollment,Graduate,No Major,5,10/49,Pvt Ltd,2,92.0,0,train
25938,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,61.0,0,train
20630,city_61,0.913,Male,Has,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,>4,21.0,0,train
9942,city_37,0.794,Male,No,no_enrollment,Graduate,STEM,7,,,never,48.0,1,train
10736,city_21,0.624,,Has,no_enrollment,Masters,STEM,<1,,,>4,35.0,0,train
3200,city_40,0.7759999999999999,Male,Has,no_enrollment,Graduate,Humanities,>20,,,4,29.0,0,train
4695,city_104,0.924,Male,Has,Full time course,High School,,6,<10,,3,23.0,0,train
7415,city_104,0.924,Male,No,Full time course,Graduate,STEM,5,,,>4,8.0,0,train
19047,city_71,0.884,Male,Has,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,1,36.0,0,train
27555,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,,,1,47.0,0,train
11214,city_16,0.91,Female,Has,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,106.0,1,train
900,city_103,0.92,Male,Has,no_enrollment,Graduate,Humanities,4,10/49,Pvt Ltd,3,75.0,0,train
4175,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,5,100-500,Public Sector,>4,164.0,1,train
31113,city_103,0.92,Male,No,Full time course,Graduate,STEM,7,,,1,4.0,1,train
12285,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,,,never,28.0,1,train
32226,city_73,0.754,Male,Has,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,2,47.0,0,train
2655,city_21,0.624,,Has,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,68.0,0,train
4565,city_114,0.926,Male,No,Full time course,Graduate,STEM,9,,Pvt Ltd,never,31.0,0,train
16427,city_21,0.624,Male,No,Full time course,Graduate,STEM,6,,,never,161.0,1,train
6323,city_150,0.698,,Has,Full time course,,,3,1000-4999,,1,27.0,0,train
1656,city_99,0.915,,No,Full time course,High School,,10,10000+,Pvt Ltd,1,97.0,0,train
13977,city_159,0.843,Male,Has,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,45.0,0,train
19515,city_46,0.762,Male,No,Full time course,Graduate,STEM,5,,,never,6.0,1,train
25932,city_16,0.91,Female,Has,no_enrollment,Graduate,STEM,8,1000-4999,,1,90.0,0,train
31924,city_21,0.624,,Has,no_enrollment,Masters,STEM,7,<10,Pvt Ltd,1,75.0,1,train
33257,city_103,0.92,,No,no_enrollment,Graduate,STEM,>20,,,2,54.0,0,train
23151,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,5,1000-4999,Other,1,52.0,0,train
10294,city_21,0.624,Male,Has,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,4,4.0,1,train
25130,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,61.0,0,train
31716,city_162,0.767,Male,No,Full time course,Graduate,STEM,2,,Pvt Ltd,never,62.0,1,train
28892,city_71,0.884,,Has,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,2,92.0,0,train
15642,city_97,0.925,Male,Has,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,124.0,0,train
12326,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,10.0,0,train
26292,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,20.0,0,train
25913,city_21,0.624,Female,Has,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,54.0,0,train
10745,city_28,0.939,Male,Has,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,3,160.0,1,train
5760,city_21,0.624,,Has,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,220.0,0,train
3937,city_23,0.899,Male,Has,no_enrollment,Graduate,Business Degree,10,10/49,Funded Startup,1,45.0,0,train
26831,city_134,0.698,Male,No,,High School,,3,,,never,57.0,1,train
12929,city_103,0.92,Male,Has,Part time course,High School,,2,<10,Pvt Ltd,1,112.0,0,train
31523,city_114,0.926,Male,Has,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,25.0,0,train
10962,city_136,0.897,,No,no_enrollment,Phd,STEM,>20,10000+,NGO,>4,11.0,0,train
16406,city_145,0.555,,Has,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,78.0,0,train
31424,city_160,0.92,,No,Full time course,High School,,10,,,1,82.0,1,train
414,city_103,0.92,Male,Has,no_enrollment,Graduate,Arts,>20,50-99,Pvt Ltd,>4,47.0,0,train
1740,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,4,26.0,0,train
24802,city_103,0.92,,Has,no_enrollment,Masters,STEM,18,10/49,Pvt Ltd,never,7.0,0,train
24890,city_21,0.624,Female,No,no_enrollment,Graduate,STEM,2,<10,NGO,1,26.0,0,train
693,city_61,0.913,Male,No,no_enrollment,Masters,STEM,2,,Pvt Ltd,never,18.0,0,train
26434,city_64,0.6659999999999999,Male,No,Part time course,Graduate,STEM,3,,,1,53.0,0,train
25830,city_105,0.794,Male,Has,no_enrollment,Graduate,STEM,>20,,,>4,36.0,0,train
14265,city_103,0.92,,Has,Full time course,Graduate,STEM,3,,,1,108.0,1,train
12329,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,1,24.0,0,train
27170,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,<1,,,2,23.0,1,train
19627,city_71,0.884,Male,Has,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,4,32.0,0,train
11513,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,21.0,0,train
31895,city_71,0.884,Male,No,Full time course,Graduate,STEM,5,,,1,70.0,1,train
11695,city_16,0.91,,Has,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,32.0,0,train
25387,city_103,0.92,,No,Full time course,Graduate,STEM,<1,,,,2.0,0,train
19757,city_173,0.878,Male,Has,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,42.0,0,train
15322,city_102,0.804,Male,Has,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,7.0,0,train
9536,city_30,0.698,Male,Has,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,never,47.0,0,train
7307,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,51.0,0,train
22768,city_71,0.884,,Has,no_enrollment,High School,,>20,100-500,Pvt Ltd,1,66.0,0,train
5121,city_103,0.92,,No,Full time course,Masters,STEM,5,,Public Sector,1,196.0,0,train
16750,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,>20,,,>4,72.0,0,train
25337,city_102,0.804,Male,Has,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,154.0,0,train
1759,city_160,0.92,,No,no_enrollment,High School,,2,10000+,Pvt Ltd,1,153.0,0,train
20638,city_21,0.624,Male,Has,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,40.0,1,train
25470,city_103,0.92,Female,Has,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,3,11.0,0,train
26173,city_19,0.682,Male,No,no_enrollment,High School,,<1,,,never,51.0,0,train
9773,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,4,94.0,0,train
10513,city_14,0.698,Male,No,Full time course,Masters,STEM,2,,,2,9.0,0,train
22916,city_103,0.92,Male,No,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,27.0,0,train
4496,city_99,0.915,,Has,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,74.0,0,train
31176,city_21,0.624,Male,Has,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,>4,57.0,0,train
2426,city_83,0.923,,Has,no_enrollment,Graduate,Arts,11,100-500,,>4,7.0,0,train
24302,city_61,0.913,Male,Has,no_enrollment,Masters,STEM,18,10/49,Funded Startup,2,11.0,0,train
23805,city_23,0.899,Male,Has,no_enrollment,Graduate,STEM,20,500-999,Pvt Ltd,2,19.0,0,train
4827,city_9,0.743,Male,No,no_enrollment,,,7,,Pvt Ltd,never,78.0,1,train
33141,city_99,0.915,Male,Has,no_enrollment,High School,,10,10/49,Pvt Ltd,2,140.0,0,train
20531,city_136,0.897,Male,Has,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,>4,41.0,0,train
3178,city_114,0.926,Male,Has,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,78.0,0,train
33349,city_21,0.624,Male,No,Part time course,Graduate,STEM,2,10/49,Early Stage Startup,2,20.0,0,train
9589,city_116,0.743,Male,Has,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,19.0,0,train
489,city_106,0.698,,Has,no_enrollment,Phd,STEM,>20,,,never,5.0,0,train
26973,city_136,0.897,Male,Has,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,100.0,1,train
8671,city_53,0.74,Male,Has,no_enrollment,Masters,STEM,5,<10,,1,8.0,0,train
2214,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,89.0,0,train
6681,city_21,0.624,Male,Has,Full time course,Graduate,STEM,7,500-999,Pvt Ltd,1,80.0,1,train
14154,city_103,0.92,,No,no_enrollment,Masters,STEM,14,5000-9999,Public Sector,>4,66.0,1,train
19054,city_103,0.92,,No,no_enrollment,High School,,8,<10,Pvt Ltd,1,46.0,0,train
8520,city_36,0.893,,Has,no_enrollment,High School,,14,,,2,51.0,0,train
30772,city_180,0.698,Male,No,no_enrollment,Masters,Other,9,,,>4,24.0,0,train
19823,city_78,0.579,,Has,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,37.0,0,train
18705,city_23,0.899,Male,Has,no_enrollment,High School,,9,100-500,Pvt Ltd,2,100.0,0,train
25534,city_103,0.92,,Has,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,140.0,0,train
6192,city_65,0.802,Male,No,Full time course,High School,,4,,,never,43.0,0,train
12451,city_136,0.897,Male,Has,no_enrollment,Masters,STEM,5,10000+,,1,67.0,0,train
11967,city_37,0.794,,No,Full time course,High School,,6,50-99,Pvt Ltd,1,74.0,0,train
10023,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,6.0,0,train
725,city_23,0.899,,No,no_enrollment,High School,,1,,Pvt Ltd,never,47.0,1,train
25333,city_136,0.897,,Has,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,never,15.0,0,train
2986,city_103,0.92,Male,No,no_enrollment,Phd,STEM,>20,,,>4,36.0,0,train
24461,city_136,0.897,Male,Has,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,81.0,0,train
18545,city_20,0.7959999999999999,Male,Has,no_enrollment,Masters,Other,4,100-500,Public Sector,2,7.0,0,train
6490,city_21,0.624,,Has,Full time course,Graduate,STEM,1,<10,NGO,,176.0,1,train
9613,city_36,0.893,Male,Has,Full time course,High School,,6,100-500,Pvt Ltd,2,81.0,0,train
12602,city_136,0.897,Male,Has,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,68.0,0,train
23251,city_114,0.926,,No,Full time course,High School,,2,10/49,NGO,,42.0,0,train
32621,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,1,44.0,0,train
8199,city_100,0.887,Male,No,Part time course,Graduate,STEM,3,,,1,158.0,0,train
24269,city_71,0.884,Male,Has,no_enrollment,High School,,19,<10,Pvt Ltd,2,7.0,1,train
30463,city_75,0.939,Male,Has,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,22.0,0,train
19150,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,>20,,,>4,6.0,1,train
25379,city_114,0.926,Male,No,no_enrollment,Masters,Humanities,2,100-500,Public Sector,2,30.0,1,train
19101,city_16,0.91,,No,no_enrollment,High School,,2,,,never,140.0,0,train
23370,city_14,0.698,,No,Full time course,Masters,STEM,4,,,never,17.0,1,train
26701,city_77,0.83,Male,Has,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,>4,106.0,0,train
28300,city_99,0.915,Male,Has,no_enrollment,Graduate,STEM,>20,,,>4,117.0,1,train
4413,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,31.0,0,train
24300,city_84,0.698,Male,Has,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,20.0,0,train
25633,city_128,0.527,Male,Has,no_enrollment,High School,,2,100-500,,never,7.0,1,train
22317,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,5.0,0,train
32006,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,52.0,0,train
5798,city_67,0.855,Male,Has,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,6.0,0,train
31761,city_74,0.579,,No,Full time course,Graduate,STEM,6,,,1,145.0,0,train
17199,city_23,0.899,,Has,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,2,151.0,0,train
13754,city_97,0.925,Male,Has,no_enrollment,Graduate,STEM,7,50-99,,1,69.0,0,train
1824,city_158,0.7659999999999999,Female,No,Full time course,Graduate,STEM,5,,Pvt Ltd,never,100.0,0,train
1487,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,3,15.0,0,train
12098,city_21,0.624,,No,no_enrollment,,,<1,,,never,10.0,0,train
3953,city_67,0.855,Male,Has,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,42.0,0,train
32900,city_21,0.624,Male,Has,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,55.0,1,train
17567,city_160,0.92,Male,Has,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,172.0,0,train
11838,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,16.0,0,train
689,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,27.0,1,train
26864,city_103,0.92,Male,No,Full time course,Graduate,STEM,6,,,1,34.0,0,train
4499,city_61,0.913,Male,No,no_enrollment,Phd,STEM,>20,100-500,NGO,2,70.0,0,train
27811,city_160,0.92,Male,Has,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,>4,136.0,0,train
1636,city_75,0.939,,No,no_enrollment,,,7,,Public Sector,never,72.0,1,train
29944,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,3,,,1,52.0,1,train
7072,city_16,0.91,Female,Has,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,4,167.0,0,train
1872,city_75,0.939,Male,Has,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,46.0,0,train
28420,city_41,0.8270000000000001,Male,Has,no_enrollment,Graduate,STEM,>20,,,3,98.0,0,train
18339,city_21,0.624,,Has,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,80.0,1,train
31567,city_10,0.895,Male,Has,no_enrollment,High School,,>20,,,>4,22.0,0,train
21317,city_75,0.939,Male,Has,no_enrollment,Graduate,STEM,14,1000-4999,Public Sector,>4,41.0,0,train
8691,city_99,0.915,Male,Has,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,4.0,0,train
8683,city_114,0.926,,Has,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,62.0,0,train
28400,city_16,0.91,Male,Has,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,>4,166.0,1,train
1841,city_21,0.624,,Has,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,61.0,1,train
23507,city_21,0.624,,Has,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,9.0,1,train
8307,city_100,0.887,Male,No,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,>4,21.0,0,train
29934,city_98,0.949,Male,No,no_enrollment,Graduate,STEM,3,,,1,23.0,0,train
31027,city_21,0.624,,Has,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,>4,19.0,1,train
9939,city_160,0.92,,Has,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,>4,56.0,1,train
8543,city_70,0.698,Male,No,no_enrollment,Graduate,STEM,6,,,never,23.0,1,train
3416,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,2,112.0,0,train
25770,city_103,0.92,Male,Has,no_enrollment,Graduate,Humanities,7,10000+,Pvt Ltd,never,82.0,0,train
30121,city_20,0.7959999999999999,Male,No,,Primary School,,2,,,never,94.0,0,train
27826,city_115,0.789,,Has,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,36.0,0,train
26052,city_21,0.624,,Has,Full time course,Masters,STEM,<1,100-500,Public Sector,1,7.0,0,train
9155,city_28,0.939,Male,Has,no_enrollment,High School,,8,10/49,Funded Startup,3,6.0,0,train
14795,city_136,0.897,,Has,no_enrollment,Masters,STEM,8,10/49,Early Stage Startup,1,162.0,0,train
32722,city_160,0.92,Male,Has,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,42.0,0,train
9698,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,143.0,0,train
10105,city_45,0.89,Male,Has,Full time course,Graduate,STEM,9,,,2,8.0,1,train
15301,city_16,0.91,Male,Has,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,2,192.0,0,train
16500,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,84.0,1,train
20604,city_16,0.91,Male,Has,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,142.0,0,train
29237,city_21,0.624,Male,Has,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,78.0,0,train
33317,city_61,0.913,Male,No,no_enrollment,High School,,2,,,2,258.0,0,train
5774,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,11.0,0,train
8005,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,35.0,1,train
26437,city_103,0.92,,Has,Full time course,Graduate,STEM,6,,,1,139.0,1,train
5293,city_19,0.682,Male,No,Full time course,Graduate,STEM,6,,,never,151.0,1,train
21595,city_21,0.624,Male,Has,,Graduate,STEM,10,,,>4,98.0,0,train
24950,city_142,0.727,Male,No,Part time course,Graduate,STEM,2,,,1,103.0,0,train
30305,city_116,0.743,Male,Has,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,68.0,0,train
26150,city_103,0.92,Male,No,Full time course,Graduate,Other,6,,,never,1.0,1,train
12480,city_65,0.802,Male,Has,no_enrollment,Masters,STEM,>20,,,1,170.0,0,train
11409,city_75,0.939,,No,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,21.0,0,train
32772,city_160,0.92,Male,No,Full time course,Graduate,STEM,11,,,1,61.0,1,train
755,city_160,0.92,Male,Has,no_enrollment,Graduate,Humanities,5,5000-9999,Pvt Ltd,1,25.0,1,train
32496,city_21,0.624,,No,Full time course,,,1,,Pvt Ltd,never,45.0,1,train
33368,city_61,0.913,,Has,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,3,154.0,0,train
19335,city_103,0.92,,Has,no_enrollment,Graduate,STEM,>20,,,1,35.0,0,train
11174,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,78.0,0,train
28444,city_50,0.8959999999999999,,Has,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,15.0,0,train
20999,city_103,0.92,,No,Part time course,Masters,Humanities,10,,,2,106.0,0,train
27287,city_40,0.7759999999999999,Male,Has,no_enrollment,Masters,Other,10,<10,Pvt Ltd,2,35.0,0,train
527,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,32.0,0,train
2053,city_67,0.855,Female,No,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,51.0,0,train
24958,city_13,0.8270000000000001,Male,No,no_enrollment,Graduate,STEM,>20,,,1,139.0,0,train
27664,city_16,0.91,Male,Has,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,18.0,0,train
13749,city_114,0.926,Male,Has,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,4,26.0,1,train
24545,city_128,0.527,Male,Has,no_enrollment,High School,,3,10/49,Pvt Ltd,1,96.0,0,train
6030,city_114,0.926,Male,No,no_enrollment,High School,,5,,Pvt Ltd,never,17.0,0,train
24900,city_21,0.624,,No,Full time course,Masters,STEM,<1,,,never,55.0,0,train
6450,city_75,0.939,Male,Has,Part time course,Graduate,STEM,10,<10,Pvt Ltd,3,68.0,0,train
17677,city_16,0.91,,Has,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,55.0,0,train
17131,city_103,0.92,Male,No,no_enrollment,High School,,5,,,never,144.0,0,train
18753,city_61,0.913,Male,Has,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,4,72.0,0,train
31446,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,98.0,0,train
12523,city_71,0.884,,Has,no_enrollment,Masters,STEM,11,,,1,111.0,0,train
25194,city_10,0.895,Male,Has,no_enrollment,Graduate,STEM,10,,,4,20.0,0,train
10179,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,>4,14.0,0,train
29793,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,48.0,0,train
19031,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,19,50-99,,2,11.0,0,train
1228,city_136,0.897,Male,Has,no_enrollment,Masters,STEM,18,100-500,Funded Startup,>4,91.0,0,train
32864,city_16,0.91,Male,No,Part time course,Graduate,STEM,1,,,1,90.0,1,train
12969,city_103,0.92,Male,Has,no_enrollment,Graduate,Humanities,11,50-99,Pvt Ltd,3,37.0,0,train
70,city_16,0.91,Male,Has,no_enrollment,Masters,STEM,9,,Pvt Ltd,1,36.0,0,train
